Author,Title,Era,Locus,Text,Poetry/Prose
"Macrobius","Saturnalia, Book 6","Late Antique","","Unus qui nobis cunctando restituit rem.Ennius in duodecimo:Unus homo nobis cunctando restituit rem","Poetry"
"Macrobius","Saturnalia","Late Antique","","Unus qui nobis cunctando restituit rem.Ennius in duodecimo:Unus homo nobis cunctando restituit rem","Poetry"
"Macrobius","Saturnalia, Book 6","Late Antique","","Conruit in vulnus: sonitum super arma dederunt.Ennius in sexto decimo:Concidit, et sonitum simul insuper arma dederunt","Poetry"
"Macrobius","Saturnalia","Late Antique","","Conruit in vulnus: sonitum super arma dederunt.Ennius in sexto decimo:Concidit, et sonitum simul insuper arma dederunt","Poetry"
"Macrobius","Saturnalia, Book 6","Late Antique","","Tum gelidus toto manabat corpore sudor.Ennius in sexto decimo:Tunc timido manat ex omni corpore sudor","Poetry"
"Macrobius","Saturnalia","Late Antique","","Tum gelidus toto manabat corpore sudor.Ennius in sexto decimo:Tunc timido manat ex omni corpore sudor","Poetry"
"Macrobius","Saturnalia, Book 6","Late Antique","","Labitur uncta vadis abies.Ennius in quarto decimo:Labitur uncta carina, volat super impetus undas","Poetry"
"Macrobius","Saturnalia","Late Antique","","Labitur uncta vadis abies.Ennius in quarto decimo:Labitur uncta carina, volat super impetus undas","Poetry"
"Macrobius","Saturnalia, Book 6","Late Antique","","— Ac ferreus ingruit imber.Ennius in octavo:Hastati spargunt hastas, fit ferreus imber","Poetry"
"Macrobius","Saturnalia","Late Antique","","— Ac ferreus ingruit imber.Ennius in octavo:Hastati spargunt hastas, fit ferreus imber","Poetry"
"Macrobius","Saturnalia, Book 6","Late Antique","","— Apicem tamen incita summum Hasta tulit.Ennius in sexto decimo:— Tamen induvolans secum abstulit hasta Insigne.","Poetry"
"Macrobius","Saturnalia","Late Antique","","— Apicem tamen incita summum Hasta tulit.Ennius in sexto decimo:— Tamen induvolans secum abstulit hasta Insigne.","Poetry"
"Macrobius","Saturnalia, Book 6","Late Antique","","Pulverulentus eques furit: omnes arma requirunt.Ennius in sexto:Balantum pecudes quatit: omnes arma requirunt","Poetry"
"Macrobius","Saturnalia","Late Antique","","Pulverulentus eques furit: omnes arma requirunt.Ennius in sexto:Balantum pecudes quatit: omnes arma requirunt","Poetry"
"Macrobius","Saturnalia, Book 6","Late Antique","","Ennius in undecimo, cum de Pergamis loqueretur: Quae neque Dardaniis campis potuere perire; Nec, cum capta, capi nec, cum combusta, cremari.","Poetry"
"Macrobius","Saturnalia","Late Antique","","Ennius in undecimo, cum de Pergamis loqueretur: Quae neque Dardaniis campis potuere perire; Nec, cum capta, capi nec, cum combusta, cremari.","Poetry"
"Macrobius","Saturnalia, Book 6","Late Antique","","Multi praeterea, quos fama obscura recondit.Ennius in Alexandro:Multi alii adventant, paupertas quorum obscurat nomina","Poetry"
"Macrobius","Saturnalia","Late Antique","","Multi praeterea, quos fama obscura recondit.Ennius in Alexandro:Multi alii adventant, paupertas quorum obscurat nomina","Poetry"
"Macrobius","Saturnalia, Book 6","Late Antique","","Audentes fortuna iuvat.Ennius in septimo:Fortibus est fortuna viris data","Poetry"
"Macrobius","Saturnalia","Late Antique","","Audentes fortuna iuvat.Ennius in septimo:Fortibus est fortuna viris data","Poetry"
"Macrobius","Saturnalia, Book 6","Late Antique","","Vertitur interea caelum, et ruit oceano nox.Ennius in libro sexto:Vertitur interea caelum cum ingentibus signis","Poetry"
"Macrobius","Saturnalia","Late Antique","","Vertitur interea caelum, et ruit oceano nox.Ennius in libro sexto:Vertitur interea caelum cum ingentibus signis","Poetry"
"Macrobius","Saturnalia, Book 6","Late Antique","","Axem humero torquet stellis ardentibus aptum.Ennius in primo:Qui caelum versat stellis fulgentibus aptumet in tertio:Caelum prospexit stellis fulgentibus aptumet in decimo:Hinc nox processit stellis ardentibus apta","Poetry"
"Macrobius","Saturnalia","Late Antique","","Axem humero torquet stellis ardentibus aptum.Ennius in primo:Qui caelum versat stellis fulgentibus aptumet in tertio:Caelum prospexit stellis fulgentibus aptumet in decimo:Hinc nox processit stellis ardentibus apta","Poetry"
"Macrobius","Saturnalia, Book 6","Late Antique","","Ennius in octavo:— Multa dies in bello conficit unus: Et rursus multae fortunae forte recumbunt.","Poetry"
"Macrobius","Saturnalia","Late Antique","","Ennius in octavo:— Multa dies in bello conficit unus: Et rursus multae fortunae forte recumbunt.","Poetry"
"Macrobius","Saturnalia, Book 6","Late Antique","","Ennius in Alexandro:O lux Troiae, germane Hector, quid ita cum tuo lacerato Corpore miser?","Poetry"
"Macrobius","Saturnalia","Late Antique","","Ennius in Alexandro:O lux Troiae, germane Hector, quid ita cum tuo lacerato Corpore miser?","Poetry"
"Macrobius","Saturnalia, Book 6","Late Antique","","Ennius in Cresphonte:Neque terram inicere neque cruenta convestire corpora Mihi licuit, neque miserae lavere lacrimae salsum sanguinem.","Poetry"
"Macrobius","Saturnalia","Late Antique","","Ennius in Cresphonte:Neque terram inicere neque cruenta convestire corpora Mihi licuit, neque miserae lavere lacrimae salsum sanguinem.","Poetry"
"Macrobius","Saturnalia, Book 6","Late Antique","","Ennius in Alexandro:Nam maximo saltu superabit gravidus armatis equus, Qui suo partu ardua perdat Pergama.","Poetry"
"Macrobius","Saturnalia","Late Antique","","Ennius in Alexandro:Nam maximo saltu superabit gravidus armatis equus, Qui suo partu ardua perdat Pergama.","Poetry"
"Macrobius","Saturnalia, Book 6","Late Antique","","...solo tellus, silet arduus aether. Tum venti posuere, premit placida aequora pontus.Ennius in Scipione:— Mundus caeli vastus constitit silentio, Et Neptunus saevus undis asperis...","Poetry"
"Macrobius","Saturnalia","Late Antique","","...solo tellus, silet arduus aether. Tum venti posuere, premit placida aequora pontus.Ennius in Scipione:— Mundus caeli vastus constitit silentio, Et Neptunus saevus undis asperis...","Poetry"
"Macrobius","Saturnalia, Book 6","Late Antique","","...Fraxineaeque trabes, cuneis et fissile robur Scinditur: advolvunt ingentes montibus ornos.Ennius in sexto:Incedunt arbusta per alta, securibus caedunt, Percellunt magnas quercus,...","Poetry"
"Macrobius","Saturnalia","Late Antique","","...Fraxineaeque trabes, cuneis et fissile robur Scinditur: advolvunt ingentes montibus ornos.Ennius in sexto:Incedunt arbusta per alta, securibus caedunt, Percellunt magnas quercus,...","Poetry"
"Macrobius","Saturnalia, Book 6","Late Antique","","Ennius in septimo decimo:Concurrunt, veluti venti, cum spiritus austri Imbricitor, aquiloque suo cum flamine contra, Indu mari magno fluctus extollere certant.","Poetry"
"Macrobius","Saturnalia","Late Antique","","Ennius in septimo decimo:Concurrunt, veluti venti, cum spiritus austri Imbricitor, aquiloque suo cum flamine contra, Indu mari magno fluctus extollere certant.","Poetry"
"Macrobius","Saturnalia, Book 6","Late Antique","","Hunc locum Ennius in quinto decimo ad pugnam C. Aelii tribuni his versibus transfert:Undique conveniunt,...","Poetry"
"Macrobius","Saturnalia","Late Antique","","Hunc locum Ennius in quinto decimo ad pugnam C. Aelii tribuni his versibus transfert:Undique conveniunt,...","Poetry"
"Macrobius","Saturnalia, Book 6","Late Antique","","Ennius hinc traxit:Et tum sicut equus qui de praesepibus fartus Vincla suis magnis animis abrupit, et inde Fert sese campi per caerula laetaqua prata Celso pectore, saepe iubam quassat simul altam, Spiritus ex anima calida spumas agit albas.Virgilius:Qualis ubi abruptis fugit praesepia vinclis etc.","Poetry"
"Macrobius","Saturnalia","Late Antique","","Ennius hinc traxit:Et tum sicut equus qui de praesepibus fartus Vincla suis magnis animis abrupit, et inde Fert sese campi per caerula laetaqua prata Celso pectore, saepe iubam quassat simul altam, Spiritus ex anima calida spumas agit albas.Virgilius:Qualis ubi abruptis fugit praesepia vinclis etc.","Poetry"
"Macrobius","Saturnalia, Book 6","Late Antique","","Dependent lychni laquearibus aureis,sicut Ennius in nono:— Lychnorum lumina bis sex,et Lucretius in quinto:Quin etiam nocturna tibi terrestria quae sunt Lumina, pendentes lychni,Lucretius in primo:— Porro clinopodas lychnosque Diximus σεμνῶς ante pedes lecti atque lucernas.","Poetry"
"Macrobius","Saturnalia","Late Antique","","Dependent lychni laquearibus aureis,sicut Ennius in nono:— Lychnorum lumina bis sex,et Lucretius in quinto:Quin etiam nocturna tibi terrestria quae sunt Lumina, pendentes lychni,Lucretius in primo:— Porro clinopodas lychnosque Diximus σεμνῶς ante pedes lecti atque lucernas.","Poetry"
"Macrobius","Saturnalia, Book 6","Late Antique","","Et quod dixit:— Nec lucidus aethra Siderea polus,Ennius prior dixerat in sexto decimo:— Interea fax Occidit, oceanumque rubra tractim obruit aethra,et *Ilius in Teuthrante:Flammeam per aethram alte fervidam ferri facem","Poetry"
"Macrobius","Saturnalia","Late Antique","","Et quod dixit:— Nec lucidus aethra Siderea polus,Ennius prior dixerat in sexto decimo:— Interea fax Occidit, oceanumque rubra tractim obruit aethra,et *Ilius in Teuthrante:Flammeam per aethram alte fervidam ferri facem","Poetry"
"Macrobius","Saturnalia, Book 6","Late Antique","","Pulchre vomit undam, et antique, nam Ennius ait: — Et Tiberis flumen vomit in mare salsum,unde et nunc vomitoria in spectaculis dicimus, unde homines glomeratim ingredientes in sedilia se fundunt.","Poetry"
"Macrobius","Saturnalia","Late Antique","","Pulchre vomit undam, et antique, nam Ennius ait: — Et Tiberis flumen vomit in mare salsum,unde et nunc vomitoria in spectaculis dicimus, unde homines glomeratim ingredientes in sedilia se fundunt.","Poetry"
"Macrobius","Saturnalia, Book 6","Late Antique","","Agmen pro actu et ductu quodam ponere non inelegans est, ut:— Leni fluit agmine Thybris.Immo et antiquum est: Ennius enim in quinto ait:Quod per amoenam urbem leni fluit agmine flumen","Poetry"
"Macrobius","Saturnalia","Late Antique","","Agmen pro actu et ductu quodam ponere non inelegans est, ut:— Leni fluit agmine Thybris.Immo et antiquum est: Ennius enim in quinto ait:Quod per amoenam urbem leni fluit agmine flumen","Poetry"
"Macrobius","Saturnalia, Book 6","Late Antique","","Sed et Ennius in quarto decimo:Horrescit telis exercitus asper utrimqueet in Erechtheo:Arma arrigunt: horrescunt telaEt in Scipione:Sparsis hastis longis campus splendet et horretSed et ante omnes Homerus:Ἔφριξεν δὲ μάχη φθισίμβροτος ἐγχείησι.","Poetry"
"Macrobius","Saturnalia","Late Antique","","Sed et Ennius in quarto decimo:Horrescit telis exercitus asper utrimqueet in Erechtheo:Arma arrigunt: horrescunt telaEt in Scipione:Sparsis hastis longis campus splendet et horretSed et ante omnes Homerus:Ἔφριξεν δὲ μάχη φθισίμβροτος ἐγχείησι.","Poetry"
"Macrobius","Saturnalia, Book 6","Late Antique","","Sed prior Ennius in Melanippe: Lumine sic tremulo terra, et cava caerula candentet Lucretius in sexto:Praeterea solis radiis iactatur aquai Humor, et in lucem tremulo rarescit ab aestu.","Poetry"
"Macrobius","Saturnalia","Late Antique","","Sed prior Ennius in Melanippe: Lumine sic tremulo terra, et cava caerula candentet Lucretius in sexto:Praeterea solis radiis iactatur aquai Humor, et in lucem tremulo rarescit ab aestu.","Poetry"
"Macrobius","Saturnalia, Book 6","Late Antique","","Et ita Ennius in libro Sabinarum quarto:Neque triste quaeritat sinapi, Neque cepe maestum.","Poetry"
"Macrobius","Saturnalia","Late Antique","","Et ita Ennius in libro Sabinarum quarto:Neque triste quaeritat sinapi, Neque cepe maestum.","Poetry"
"Macrobius","Saturnalia, Book 6","Late Antique","","Ennius libro Annalium septimo ait:Denique vi magna quadrupes eques atque elephanti Proiciunt esse.Numquid dubium est quin equitem in hoc loco ipsum equum dixerit, cum addidisset illi epitheton quadrupes?","Poetry"
"Macrobius","Saturnalia","Late Antique","","Ennius libro Annalium septimo ait:Denique vi magna quadrupes eques atque elephanti Proiciunt esse.Numquid dubium est quin equitem in hoc loco ipsum equum dixerit, cum addidisset illi epitheton quadrupes?","Poetry"
"Moduin","Eclogae","Carolingian","","Ennius, ingenuis scribens monimenta priorum;","Poetry"
"Salutati","De Laboribus Herculis","Renaissance","","...omnes optimum reputabant et quem multos legimus etiam ipsi pretulisse Maroni: «Ennius ingenio maximus, arte rudis». Verumtamen ut hoc Ovidii carmine demonstratur, poesim...","Poetry"
"Salutati","De Laboribus Herculis","Renaissance","","...caput nectentur oliva». Nec hoc primum a Marone dictum est. Longe quidem prius Ennius Annalium quarto decimo dixerat: «Verrunt ex templo placidum mare marmore flavo»,...","Poetry"
"Salutati","De Laboribus Herculis","Renaissance","","...ut monumentum esset posteris rerum suarum. Hanc hystoriam et interpretatus est Ennius et secutus». Hec Lactantius. Idem etiam autor paulo prius plurium deorum gesta percurrens... ...autor apud Grecos habetur Euhemerus Mesenius, quam secutus et interpretatus est Ennius. Huius teste Lactantio verba sunt: «“Initio”, inquit, “primus in terris imperium...","Poetry"
"Salutati","De Laboribus Herculis","Renaissance","","...eius tempus ipsum enumerat, longe pulcrior est quam manens uniformitas, ideo dixit Ennius secutus Euhemerum quod Titanus deteriore fuerit facie quam Saturnus. Generat et...","Poetry"
"Polignac","Epia","Modern","","nate, tua et nobis veniat velut Ennius alter.","Poetry"
"Polignac","Epia","Modern","","rusticus egregio vigilat nunc Ennius. Atqui","Poetry"
"Polignac","Epia","Modern","","Ennius, assiduus rerum testisque comesque ;","Poetry"
"Polignac","Epia","Modern","","Ennius auditis caput extulit atque ita fatur :","Poetry"
"Polignac","Epia","Modern","","Ennius, interea, dum talibus ore disertus","Poetry"
"Polignac","Epia","Modern","","Ennius ad dextram victoris, tempora fronde","Poetry"
